id,player_class,type,cost,attack,health,rarity,mechanics1,mechanics2,mechanics3,mechanics4,play_requirements1,play_requirements2,play_requirements3,play_requirements4,play_requirements5,play_requirements_val1,play_requirements_val2,play_requirements_val3,play_requirements_val4,play_requirements_val5,race,durability,entourage
CFM_657,0.75,0.16666666666666666,0.5,0.16666666666666666,0.025,0.2,0.029411764705882353,0.0,0.0,0.0,0.18181818181818182,0.2727272727272727,0.30303030303030304,0.030303030303030304,0.030303030303030304,0,0,0,1.0,1.0,1.0,1.0,1.0
CFM_712_t14,0.16666666666666666,0.16666666666666666,1.0,0.4666666666666667,0.07,1.0,0.2647058823529412,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CFM_667,0.16666666666666666,0.16666666666666666,0.5,0.06666666666666667,0.01,0.8,0.029411764705882353,0.14705882352941177,0.0,0.0,0.18181818181818182,0.2727272727272727,0.3333333333333333,0.030303030303030304,0.030303030303030304,0,0,0,1.0,1.0,1.0,1.0,1.0
LOE_006,0.75,0.16666666666666666,0.2,0.03333333333333333,0.01,0.2,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GVG_107,0.16666666666666666,0.16666666666666666,0.4,0.1,0.01,0.6,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,1.0
GVG_091,0.16666666666666666,0.16666666666666666,0.4,0.06666666666666667,0.025,0.8,0.20588235294117646,0.7352941176470589,0.7647058823529411,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,1.0
EX1_025t,0.16666666666666666,0.16666666666666666,0.1,0.06666666666666667,0.005,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,1.0
AT_023,0.3333333333333333,0.16666666666666666,0.6,0.16666666666666666,0.02,0.8,0.38235294117647056,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0
TB_SPT_DpromoPortal,0.16666666666666666,0.16666666666666666,0.4,0.0,0.05,1.0,0.029411764705882353,0.7941176470588235,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GVG_093,0.16666666666666666,0.16666666666666666,0.0,0.0,0.01,0.8,0.20588235294117646,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,1.0
AT_133,0.16666666666666666,0.16666666666666666,0.1,0.03333333333333333,0.01,0.2,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EX1_315,0.3333333333333333,0.16666666666666666,0.4,0.0,0.02,0.2,0.23529411764705882,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OG_293,0.08333333333333333,0.16666666666666666,0.6,0.16666666666666666,0.035,0.2,0.029411764705882353,0.8235294117647058,0.20588235294117646,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AT_067,0.25,0.16666666666666666,0.4,0.16666666666666666,0.015,0.6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AT_038,0.08333333333333333,0.16666666666666666,0.2,0.06666666666666667,0.015,0.8,0.029411764705882353,0.14705882352941177,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EX1_534t,0.5833333333333334,0.16666666666666666,0.2,0.06666666666666667,0.01,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0
EX1_048,0.16666666666666666,0.16666666666666666,0.4,0.13333333333333333,0.015,0.2,0.029411764705882353,0.0,0.0,0.0,0.18181818181818182,0.2727272727272727,0.30303030303030304,0.030303030303030304,0.030303030303030304,0,0,0,1.0,1.0,1.0,1.0,1.0
EX1_021,0.16666666666666666,0.16666666666666666,0.3,0.06666666666666667,0.015,0.2,0.6764705882352942,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EX1_319,0.3333333333333333,0.16666666666666666,0.1,0.1,0.01,0.2,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0
AT_007,0.0,0.16666666666666666,0.3,0.1,0.02,0.2,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FP1_002,0.16666666666666666,0.16666666666666666,0.2,0.03333333333333333,0.01,0.2,0.14705882352941177,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0
LOEA01_12h,0.16666666666666666,0.16666666666666666,0.3,0.16666666666666666,0.025,1.0,0.14705882352941177,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EX1_004,0.16666666666666666,0.16666666666666666,0.1,0.06666666666666667,0.005,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LOE_050,0.08333333333333333,0.16666666666666666,0.3,0.1,0.01,0.2,0.14705882352941177,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0
LOE_009t,0.25,0.16666666666666666,0.1,0.03333333333333333,0.005,1.0,0.20588235294117646,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0
KAR_037,0.16666666666666666,0.16666666666666666,0.5,0.1,0.03,0.8,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AT_032,0.6666666666666666,0.16666666666666666,0.3,0.13333333333333333,0.015,0.8,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EX1_402,0.25,0.16666666666666666,0.2,0.03333333333333333,0.02,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AT_082,0.16666666666666666,0.16666666666666666,0.1,0.03333333333333333,0.01,0.2,0.38235294117647056,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AT_115,0.16666666666666666,0.16666666666666666,0.3,0.06666666666666667,0.01,0.8,0.029411764705882353,0.0,0.0,0.0,0.18181818181818182,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AT_075,0.4166666666666667,0.16666666666666666,0.3,0.06666666666666667,0.02,0.2,0.23529411764705882,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AT_012,0.75,0.16666666666666666,0.4,0.16666666666666666,0.02,0.8,0.38235294117647056,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GVG_032,0.08333333333333333,0.16666666666666666,0.3,0.06666666666666667,0.02,0.8,0.17647058823529413,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EX1_006,0.16666666666666666,0.16666666666666666,0.3,0.0,0.015,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,1.0
LOEA04_13bt,0.16666666666666666,0.16666666666666666,0.4,0.23333333333333334,0.025,1.0,0.35294117647058826,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CFM_668,0.16666666666666666,0.16666666666666666,0.5,0.06666666666666667,0.01,0.8,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NEW1_025,0.16666666666666666,0.16666666666666666,0.1,0.03333333333333333,0.01,0.8,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0
EX1_313,0.3333333333333333,0.16666666666666666,0.4,0.16666666666666666,0.03,0.6,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0
AT_100,0.16666666666666666,0.16666666666666666,0.3,0.1,0.015,0.2,0.38235294117647056,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KAR_A02_04H,0.16666666666666666,0.16666666666666666,0.3,0.16666666666666666,0.025,1.0,0.23529411764705882,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CS2_mirror,0.0,0.16666666666666666,0.0,0.0,0.01,0.2,0.20588235294117646,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GVG_065,0.16666666666666666,0.16666666666666666,0.3,0.13333333333333333,0.02,0.2,0.8529411764705882,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OG_325,0.5833333333333334,0.16666666666666666,0.3,0.06666666666666667,0.025,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0
CS2_187,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.02,0.2,0.20588235294117646,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EX1_134,0.6666666666666666,0.16666666666666666,0.3,0.1,0.015,0.8,0.6176470588235294,0.0,0.0,0.0,0.48484848484848486,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LOEA07_14,0.16666666666666666,0.16666666666666666,0.6,0.2,0.03,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CS2_162,0.16666666666666666,0.16666666666666666,0.6,0.2,0.025,0.2,0.20588235294117646,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KARA_13_20,0.16666666666666666,0.16666666666666666,0.3,0.1,0.01,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GVG_100,0.3333333333333333,0.16666666666666666,0.5,0.13333333333333333,0.02,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0
BRMC_89,0.16666666666666666,0.16666666666666666,0.2,0.13333333333333333,0.025,1.0,0.6764705882352942,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LOEA09_8,0.16666666666666666,0.16666666666666666,0.5,0.1,0.03,1.0,0.20588235294117646,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GVG_102,0.16666666666666666,0.16666666666666666,0.3,0.1,0.015,0.2,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AT_020,0.3333333333333333,0.16666666666666666,0.7,0.2,0.04,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0
CS2_122,0.16666666666666666,0.16666666666666666,0.3,0.06666666666666667,0.01,1.0,0.23529411764705882,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OG_272,0.16666666666666666,0.16666666666666666,0.4,0.03333333333333333,0.005,0.6,0.14705882352941177,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TU4d_002,0.16666666666666666,0.16666666666666666,0.1,0.03333333333333333,0.005,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GVG_080,0.08333333333333333,0.16666666666666666,0.5,0.13333333333333333,0.02,0.2,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CFM_063,0.16666666666666666,0.16666666666666666,0.4,0.13333333333333333,0.02,0.2,0.029411764705882353,0.0,0.0,0.0,0.18181818181818182,0.2727272727272727,0.030303030303030304,0.030303030303030304,0.030303030303030304,0,0,1.0,1.0,1.0,1.0,1.0,1.0
LOE_119,0.0,0.16666666666666666,0.4,0.13333333333333333,0.02,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CFM_754,0.25,0.16666666666666666,0.4,0.13333333333333333,0.015,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EX1_508,0.16666666666666666,0.16666666666666666,0.1,0.03333333333333333,0.005,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0
LOE_107,0.16666666666666666,0.16666666666666666,0.4,0.23333333333333334,0.035,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CFM_656,0.16666666666666666,0.16666666666666666,0.5,0.13333333333333333,0.03,0.2,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KARA_13_03,0.25,0.16666666666666666,0.2,0.1,0.01,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NEW1_026,0.16666666666666666,0.16666666666666666,0.4,0.1,0.025,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CFM_712_t25,0.16666666666666666,0.16666666666666666,1.0,0.8333333333333334,0.125,1.0,0.2647058823529412,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LOEA04_23,0.16666666666666666,0.16666666666666666,0.7,0.3333333333333333,0.015,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GVG_066,0.5,0.16666666666666666,0.4,0.16666666666666666,0.02,0.8,0.8529411764705882,0.6764705882352942,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TB_SPT_DPromoMinionInit,0.16666666666666666,0.16666666666666666,0.3,0.06666666666666667,0.01,1.0,0.029411764705882353,0.14705882352941177,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0
EX1_025,0.16666666666666666,0.16666666666666666,0.4,0.06666666666666667,0.02,0.2,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AT_121,0.16666666666666666,0.16666666666666666,0.4,0.13333333333333333,0.02,0.6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OG_031a,0.5,0.16666666666666666,0.3,0.13333333333333333,0.01,0.6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OG_312,0.25,0.16666666666666666,0.1,0.03333333333333333,0.005,0.2,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0
OG_337,0.16666666666666666,0.16666666666666666,0.4,0.1,0.015,0.6,0.029411764705882353,0.20588235294117646,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
XXX_095,0.16666666666666666,0.16666666666666666,0.0,0.03333333333333333,0.005,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AT_031,0.6666666666666666,0.16666666666666666,0.2,0.06666666666666667,0.01,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FP1_016,0.16666666666666666,0.16666666666666666,0.4,0.1,0.025,0.8,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AT_093,0.16666666666666666,0.16666666666666666,0.4,0.06666666666666667,0.03,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OG_283,0.16666666666666666,0.16666666666666666,0.4,0.13333333333333333,0.01,0.2,0.029411764705882353,0.35294117647058826,0.8235294117647058,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BRMA17_6,0.16666666666666666,0.16666666666666666,0.1,0.06666666666666667,0.005,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AT_132_SHAMANd,0.5,0.16666666666666666,0.0,0.0,0.01,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CFM_712_t16,0.16666666666666666,0.16666666666666666,1.0,0.5333333333333333,0.08,1.0,0.2647058823529412,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EX1_509,0.16666666666666666,0.16666666666666666,0.1,0.03333333333333333,0.01,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0
BRMC_88,0.16666666666666666,0.16666666666666666,0.6,0.2,0.03,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,1.0
CFM_343,0.08333333333333333,0.16666666666666666,0.6,0.1,0.03,0.2,0.029411764705882353,0.20588235294117646,0.2647058823529412,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NAXM_001,0.16666666666666666,0.16666666666666666,0.4,0.16666666666666666,0.03,1.0,0.14705882352941177,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TBST_005,0.16666666666666666,0.16666666666666666,0.3,0.1,0.03,1.0,0.8823529411764706,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EX1_029,0.16666666666666666,0.16666666666666666,0.1,0.03333333333333333,0.005,0.2,0.14705882352941177,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EX1_084,0.25,0.16666666666666666,0.3,0.06666666666666667,0.015,1.0,0.23529411764705882,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TBST_001,0.16666666666666666,0.16666666666666666,0.1,0.06666666666666667,0.01,1.0,0.20588235294117646,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OG_151,0.16666666666666666,0.16666666666666666,0.1,0.03333333333333333,0.005,0.2,0.14705882352941177,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AT_092,0.16666666666666666,0.16666666666666666,0.3,0.16666666666666666,0.01,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OG_254,0.16666666666666666,0.16666666666666666,0.4,0.06666666666666667,0.02,0.8,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FP1_029,0.16666666666666666,0.16666666666666666,0.3,0.13333333333333333,0.02,0.2,0.14705882352941177,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OG_044b,0.08333333333333333,0.16666666666666666,0.3,0.16666666666666666,0.025,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0
KAR_065,0.08333333333333333,0.16666666666666666,0.6,0.16666666666666666,0.025,0.2,0.029411764705882353,0.0,0.0,0.0,0.15151515151515152,0.2727272727272727,0.24242424242424243,0.18181818181818182,0.030303030303030304,20,0,0,0,1.0,1.0,1.0,1.0
TB_SPT_DPromoMinionChamp,0.16666666666666666,0.16666666666666666,0.5,0.13333333333333333,0.02,1.0,0.14705882352941177,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,"['AT_050', 'CS2_112', 'LOE_118', 'EX1_567', 'TB_BlingBrawl_Weapon', 'CS2_106', 'CFM_631', 'CS2_080']"
OG_218,0.25,0.16666666666666666,0.4,0.06666666666666667,0.03,0.2,0.5294117647058824,0.20588235294117646,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GVG_071,0.16666666666666666,0.16666666666666666,0.4,0.16666666666666666,0.02,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0
CS2_152,0.16666666666666666,0.16666666666666666,0.1,0.06666666666666667,0.01,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AT_059,0.5833333333333334,0.16666666666666666,0.1,0.06666666666666667,0.005,0.2,0.38235294117647056,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EX1_055,0.16666666666666666,0.16666666666666666,0.2,0.03333333333333333,0.015,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LOE_009,0.25,0.16666666666666666,0.7,0.23333333333333334,0.035,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LOEA04_25h,0.16666666666666666,0.16666666666666666,0.8,0.16666666666666666,0.045,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CFM_605,0.75,0.16666666666666666,0.5,0.16666666666666666,0.03,0.8,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,1.0
LOE_029,0.16666666666666666,0.16666666666666666,0.2,0.03333333333333333,0.005,0.2,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0
CFM_651,0.16666666666666666,0.16666666666666666,0.4,0.16666666666666666,0.02,0.2,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0
BRMC_91,0.16666666666666666,0.16666666666666666,0.3,0.2,0.015,1.0,0.029411764705882353,0.0,0.0,0.0,0.2727272727272727,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AT_057,0.5833333333333334,0.16666666666666666,0.3,0.13333333333333333,0.01,0.6,0.029411764705882353,0.0,0.0,0.0,0.15151515151515152,0.2727272727272727,0.24242424242424243,0.030303030303030304,0.030303030303030304,20,0,0,1.0,1.0,1.0,1.0,1.0
CS2_124,0.16666666666666666,0.16666666666666666,0.3,0.1,0.005,1.0,0.4411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CFM_900,0.3333333333333333,0.16666666666666666,0.3,0.16666666666666666,0.025,0.6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0
OG_152,0.16666666666666666,0.16666666666666666,0.7,0.16666666666666666,0.025,0.2,0.6764705882352942,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0
CFM_712_t21,0.16666666666666666,0.16666666666666666,1.0,0.7,0.105,1.0,0.2647058823529412,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NAX2_05H,0.16666666666666666,0.16666666666666666,0.3,0.06666666666666667,0.02,1.0,0.23529411764705882,0.5588235294117647,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NEW1_023,0.16666666666666666,0.16666666666666666,0.2,0.1,0.01,0.2,0.7352941176470589,0.7647058823529411,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,1.0
CFM_663,0.3333333333333333,0.16666666666666666,0.6,0.2,0.03,0.6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
